project_id,client_id,lead_source_id,project_type,area_sqft,contract_value_aed,estimated_budget_aed,start_date,planned_end_date,actual_end_date,status,planned_duration_days,actual_duration_days,schedule_delay_days,schedule_delay_days_filled,is_delayed,cost_entry_id,material_cost_aed,labour_cost_aed,subcontractor_cost_aed,equipment_rental_aed,permitting_fees_aed,actual_total_cost_aed,gross_profit_aed,gross_margin_pct,cost_variance_aed,cost_overrun_pct,subcontractor_pct_of_cost
PRJ-2024-191,CL-1083,LS-04,Pool & Hardscape,3148,448000,309500.0,2024-01-21,2024-04-18,2024-06-01,Completed,88,132.0,44.0,44.0,1,CST-0191,115900.0,77000.0,48500.0,32000.0,25000.0,298400.0,149600.0,33.39,-11100.0,-3.59,16.25
PRJ-2024-192,CL-1031,LS-02,Irrigation & Softscape,2731,140500,99700.0,2024-07-29,2024-09-29,2024-11-04,Completed,62,98.0,36.0,36.0,1,CST-0192,38600.0,23300.0,21000.0,10500.0,2900.0,96300.0,44200.0,31.46,-3400.0,-3.41,21.81
PRJ-2024-193,CL-1050,LS-02,Commercial Plaza,10177,530500,357900.0,2024-01-15,2024-06-29,2024-07-21,Completed,166,188.0,22.0,22.0,1,CST-0193,127400.0,76300.0,69700.0,34500.0,24700.0,332600.0,197900.0,37.3,-25300.0,-7.07,20.96
PRJ-2024-194,CL-1035,LS-04,Full Villa Landscape,7455,687000,452600.0,2024-05-05,2024-10-19,2024-11-19,Completed,167,198.0,31.0,31.0,1,CST-0194,183800.0,110800.0,81700.0,48400.0,24600.0,449300.0,237700.0,34.6,-3300.0,-0.73,18.18
PRJ-2024-195,CL-1117,LS-01,Pool & Hardscape,1867,346500,226100.0,2023-09-06,2023-11-13,2023-11-13,Completed,68,68.0,0.0,0.0,0,CST-0195,86800.0,57000.0,43500.0,22600.0,8800.0,218700.0,127800.0,36.88,-7400.0,-3.27,19.89
PRJ-2024-196,CL-1051,LS-02,Commercial Plaza,15045,846500,592700.0,2023-11-12,2024-08-19,2024-08-18,Completed,281,280.0,-1.0,-1.0,0,CST-0196,237600.0,125900.0,105100.0,46000.0,56500.0,571100.0,275400.0,32.53,-21600.0,-3.64,18.4
PRJ-2024-197,CL-1060,LS-01,Irrigation & Softscape,4788,261000,179300.0,2023-07-28,2023-10-28,2023-12-03,Completed,92,128.0,36.0,36.0,1,CST-0197,67900.0,37500.0,37400.0,13400.0,13800.0,170000.0,91000.0,34.87,-9300.0,-5.19,22.0
PRJ-2024-198,CL-1073,LS-02,Full Villa Landscape,3695,243000,165500.0,2023-10-30,2024-01-24,2024-02-24,Completed,86,117.0,31.0,31.0,1,CST-0198,67700.0,44600.0,37100.0,12200.0,3500.0,165100.0,77900.0,32.06,-400.0,-0.24,22.47
PRJ-2024-199,CL-1049,LS-02,Commercial Plaza,14180,911500,596100.0,2024-05-15,2025-02-19,,In Progress,280,,,0.0,0,CST-0199,158400.0,91600.0,96800.0,46800.0,20500.0,414100.0,497400.0,54.57,-182000.0,-30.53,23.38
PRJ-2024-200,CL-1059,LS-02,Irrigation & Softscape,4501,224500,159000.0,2023-07-08,2023-10-12,2023-10-11,Completed,96,95.0,-1.0,-1.0,0,CST-0200,66000.0,38300.0,26400.0,11100.0,14500.0,156300.0,68200.0,30.38,-2700.0,-1.7,16.89
PRJ-2024-201,CL-1068,LS-01,Full Villa Landscape,3108,334000,224900.0,2024-02-27,2024-04-27,2024-05-21,Completed,60,84.0,24.0,24.0,1,CST-0201,94600.0,61200.0,53000.0,16900.0,1000.0,226700.0,107300.0,32.13,1800.0,0.8,23.38
PRJ-2024-202,CL-1091,LS-02,Full Villa Landscape,2574,192500,132500.0,2024-05-14,2024-08-07,2024-09-20,Completed,85,129.0,44.0,44.0,1,CST-0202,59500.0,36000.0,27500.0,12300.0,8000.0,143300.0,49200.0,25.56,10800.0,8.15,19.19
PRJ-2024-203,CL-1002,LS-01,Irrigation & Softscape,3668,176500,120500.0,2024-05-29,2024-08-19,2024-08-19,Completed,82,82.0,0.0,0.0,0,CST-0203,45000.0,28900.0,19500.0,11000.0,10900.0,115300.0,61200.0,34.67,-5200.0,-4.32,16.91
PRJ-2024-204,CL-1104,LS-02,Irrigation & Softscape,1938,102500,70000.0,2024-06-23,2024-08-20,2024-09-21,Completed,58,90.0,32.0,32.0,1,CST-0204,38600.0,24500.0,20500.0,7400.0,0.0,91000.0,11500.0,11.22,21000.0,30.0,22.53
PRJ-2024-205,CL-1102,LS-04,Pool & Hardscape,1323,193500,133800.0,2023-08-20,2023-10-02,2023-10-17,Completed,43,58.0,15.0,15.0,1,CST-0205,52400.0,33500.0,26800.0,9900.0,3400.0,126000.0,67500.0,34.88,-7800.0,-5.83,21.27
PRJ-2024-206,CL-1012,LS-04,Full Villa Landscape,5606,459500,315500.0,2023-06-25,2023-10-04,2023-11-10,Completed,101,138.0,37.0,37.0,1,CST-0206,149500.0,93400.0,68900.0,40800.0,-1100.0,351500.0,108000.0,23.5,36000.0,11.41,19.6
PRJ-2024-207,CL-1073,LS-01,Pool & Hardscape,3163,583000,410400.0,2023-10-05,2023-12-17,2023-12-31,Completed,73,87.0,14.0,14.0,1,CST-0207,169600.0,110400.0,85400.0,31500.0,9300.0,406200.0,176800.0,30.33,-4200.0,-1.02,21.02
PRJ-2024-208,CL-1116,LS-01,Pool & Hardscape,1734,321000,224100.0,2023-05-28,2023-07-11,2023-07-11,Completed,44,44.0,0.0,0.0,0,CST-0208,86400.0,51300.0,35700.0,20700.0,23000.0,217100.0,103900.0,32.37,-7000.0,-3.12,16.44
PRJ-2024-209,CL-1119,LS-01,Irrigation & Softscape,2725,93000,65400.0,2024-07-07,2024-09-10,2024-09-28,Completed,65,83.0,18.0,18.0,1,CST-0209,24300.0,17100.0,10500.0,7200.0,4300.0,63400.0,29600.0,31.83,-2000.0,-3.06,16.56
PRJ-2024-210,CL-1065,LS-03,Full Villa Landscape,2939,204000,143600.0,2024-02-11,2024-05-08,2024-05-05,Completed,87,84.0,-3.0,-3.0,0,CST-0210,66600.0,40200.0,33200.0,17800.0,4500.0,162300.0,41700.0,20.44,18700.0,13.02,20.46
PRJ-2024-211,CL-1082,LS-03,Full Villa Landscape,6190,539000,374700.0,2024-03-18,2024-07-05,2024-08-08,Completed,109,143.0,34.0,34.0,1,CST-0211,178000.0,107600.0,77100.0,38900.0,13700.0,415300.0,123700.0,22.95,40600.0,10.84,18.56
PRJ-2024-212,CL-1099,LS-03,Full Villa Landscape,4518,438500,313200.0,2023-06-07,2023-10-04,2023-10-01,Completed,119,116.0,-3.0,-3.0,0,CST-0212,112100.0,79500.0,54400.0,30700.0,13600.0,290300.0,148200.0,33.8,-22900.0,-7.31,18.74
PRJ-2024-213,CL-1014,LS-01,Pool & Hardscape,1021,190000,130900.0,2023-04-15,2023-05-22,2023-06-12,Completed,37,58.0,21.0,21.0,1,CST-0213,48500.0,30300.0,24000.0,11800.0,8300.0,122900.0,67100.0,35.32,-8000.0,-6.11,19.53
PRJ-2024-214,CL-1058,LS-04,Irrigation & Softscape,1923,59000,41000.0,2024-01-30,2024-04-04,2024-05-10,Completed,65,101.0,36.0,36.0,1,CST-0214,15600.0,9600.0,7400.0,3900.0,2900.0,39400.0,19600.0,33.22,-1600.0,-3.9,18.78
PRJ-2024-215,CL-1100,LS-01,Irrigation & Softscape,4468,234500,154000.0,2024-01-25,2024-05-09,2024-06-05,Completed,105,132.0,27.0,27.0,1,CST-0215,67100.0,39400.0,37400.0,14700.0,16100.0,174700.0,59800.0,25.5,20700.0,13.44,21.41
PRJ-2024-216,CL-1035,LS-04,Pool & Hardscape,1597,198500,136900.0,2024-05-10,2024-06-30,2024-06-27,Completed,51,48.0,-3.0,-3.0,0,CST-0216,67500.0,42300.0,29000.0,15400.0,1200.0,155400.0,43100.0,21.71,18500.0,13.51,18.66
PRJ-2024-217,CL-1032,LS-04,Pool & Hardscape,3432,560000,385300.0,2023-01-07,2023-04-11,2023-04-08,Completed,94,91.0,-3.0,-3.0,0,CST-0217,161800.0,96700.0,70700.0,36800.0,3300.0,369300.0,190700.0,34.05,-16000.0,-4.15,19.14
PRJ-2024-218,CL-1103,LS-03,Irrigation & Softscape,3303,126500,83900.0,2023-11-04,2024-01-07,2024-01-07,Completed,64,64.0,0.0,0.0,0,CST-0218,43600.0,29000.0,24400.0,11200.0,100.0,108300.0,18200.0,14.39,24400.0,29.08,22.53
PRJ-2024-219,CL-1062,LS-03,Commercial Plaza,8910,702000,457800.0,2024-08-12,2025-02-23,,In Progress,195,,,0.0,0,CST-0219,132400.0,81500.0,63100.0,31900.0,3100.0,312000.0,390000.0,55.56,-145800.0,-31.85,20.22
PRJ-2024-220,CL-1036,LS-04,Irrigation & Softscape,2995,98500,67000.0,2024-07-17,2024-09-22,2024-10-31,Completed,67,106.0,39.0,39.0,1,CST-0220,25800.0,14800.0,11400.0,7500.0,4800.0,64300.0,34200.0,34.72,-2700.0,-4.03,17.73
PRJ-2024-221,CL-1057,LS-03,Commercial Plaza,19619,1358500,900200.0,2024-05-26,2025-03-30,,In Progress,308,,,0.0,0,CST-0221,192900.0,111900.0,81500.0,55000.0,48900.0,490200.0,868300.0,63.92,-410000.0,-45.55,16.63
PRJ-2024-222,CL-1033,LS-02,Commercial Plaza,17718,1059500,734900.0,2024-08-19,2025-07-15,,In Progress,330,,,0.0,0,CST-0222,122300.0,77500.0,66200.0,20600.0,300.0,286900.0,772600.0,72.92,-448000.0,-60.96,23.07
PRJ-2024-223,CL-1070,LS-01,Irrigation & Softscape,4738,257000,172400.0,2023-04-22,2023-07-15,2023-07-15,Completed,84,84.0,0.0,0.0,0,CST-0223,67100.0,42000.0,29900.0,19300.0,14800.0,173100.0,83900.0,32.65,700.0,0.41,17.27
PRJ-2024-224,CL-1022,LS-01,Pool & Hardscape,3306,624500,420000.0,2024-03-16,2024-06-07,2024-06-23,Completed,83,99.0,16.0,16.0,1,CST-0224,189200.0,119500.0,93600.0,50400.0,32500.0,485200.0,139300.0,22.31,65200.0,15.52,19.29
PRJ-2024-225,CL-1029,LS-02,Pool & Hardscape,2825,413000,284000.0,2023-12-20,2024-02-19,2024-02-17,Completed,61,59.0,-2.0,-2.0,0,CST-0225,109300.0,72900.0,53900.0,26600.0,12500.0,275200.0,137800.0,33.37,-8800.0,-3.1,19.59
PRJ-2024-226,CL-1038,LS-04,Full Villa Landscape,3203,225000,147200.0,2023-11-16,2024-02-15,2024-02-11,Completed,91,87.0,-4.0,-4.0,0,CST-0226,60600.0,40100.0,28100.0,17400.0,2300.0,148500.0,76500.0,34.0,1300.0,0.88,18.92
PRJ-2024-227,CL-1045,LS-04,Irrigation & Softscape,1899,78000,52400.0,2023-11-04,2023-12-25,2024-01-11,Completed,51,68.0,17.0,17.0,1,CST-0227,27600.0,16900.0,14100.0,8200.0,2700.0,69500.0,8500.0,10.9,17100.0,32.63,20.29
PRJ-2024-228,CL-1109,LS-03,Full Villa Landscape,7808,546000,362500.0,2024-06-12,2024-10-17,2024-11-06,Completed,127,147.0,20.0,20.0,1,CST-0228,162500.0,98300.0,88400.0,47600.0,21600.0,418400.0,127600.0,23.37,55900.0,15.42,21.13
PRJ-2024-229,CL-1072,LS-04,Pool & Hardscape,2892,394000,272500.0,2024-03-18,2024-06-03,2024-06-03,Completed,77,77.0,0.0,0.0,0,CST-0229,109300.0,68800.0,46400.0,27400.0,1900.0,253800.0,140200.0,35.58,-18700.0,-6.86,18.28
PRJ-2024-230,CL-1058,LS-04,Commercial Plaza,12370,558500,393700.0,2024-08-14,2025-04-21,,In Progress,250,,,0.0,0,CST-0230,78500.0,41400.0,35300.0,21200.0,4400.0,180800.0,377700.0,67.63,-212900.0,-54.08,19.52
PRJ-2024-231,CL-1047,LS-03,Commercial Plaza,9228,563000,395000.0,2024-06-24,2024-11-29,2024-11-26,Completed,158,155.0,-3.0,-3.0,0,CST-0231,153600.0,84900.0,62900.0,36400.0,45200.0,383000.0,180000.0,31.97,-12000.0,-3.04,16.42
PRJ-2024-232,CL-1079,LS-04,Irrigation & Softscape,3904,128500,89400.0,2023-11-01,2024-01-26,2024-01-25,Completed,86,85.0,-1.0,-1.0,0,CST-0232,37000.0,20400.0,21600.0,10300.0,2700.0,92000.0,36500.0,28.4,2600.0,2.91,23.48
PRJ-2024-233,CL-1087,LS-02,Full Villa Landscape,5065,356000,248700.0,2023-05-25,2023-09-29,2023-09-27,Completed,127,125.0,-2.0,-2.0,0,CST-0233,97300.0,59400.0,56700.0,26300.0,10800.0,250500.0,105500.0,29.63,1800.0,0.72,22.63
PRJ-2024-234,CL-1074,LS-04,Commercial Plaza,12931,666000,449900.0,2024-07-22,2025-02-20,,In Progress,213,,,0.0,0,CST-0234,77000.0,45000.0,29300.0,13500.0,17600.0,182400.0,483600.0,72.61,-267500.0,-59.46,16.06
PRJ-2024-235,CL-1024,LS-03,Commercial Plaza,19795,1203000,861600.0,2024-05-11,2025-05-14,,In Progress,368,,,0.0,0,CST-0235,167700.0,98600.0,85000.0,37600.0,900.0,389800.0,813200.0,67.6,-471800.0,-54.76,21.81
PRJ-2024-236,CL-1053,LS-04,Irrigation & Softscape,3202,153000,105400.0,2024-08-01,2024-10-21,2024-11-14,Completed,81,105.0,24.0,24.0,1,CST-0236,39900.0,22400.0,19400.0,11000.0,7600.0,100300.0,52700.0,34.44,-5100.0,-4.84,19.34
PRJ-2024-237,CL-1005,LS-03,Pool & Hardscape,1920,302500,214200.0,2024-07-16,2024-09-16,2024-10-03,Completed,62,79.0,17.0,17.0,1,CST-0237,86700.0,51100.0,32200.0,19100.0,10600.0,199700.0,102800.0,33.98,-14500.0,-6.77,16.12
PRJ-2024-238,CL-1100,LS-03,Pool & Hardscape,3220,572000,410200.0,2024-07-13,2024-09-27,2024-11-03,Completed,76,113.0,37.0,37.0,1,CST-0238,155800.0,98600.0,68800.0,34900.0,25800.0,383900.0,188100.0,32.88,-26300.0,-6.41,17.92
PRJ-2024-239,CL-1095,LS-02,Full Villa Landscape,4938,515500,370000.0,2023-03-31,2023-07-28,2023-07-23,Completed,119,114.0,-5.0,-5.0,0,CST-0239,150800.0,77100.0,69500.0,32800.0,13700.0,343900.0,171600.0,33.29,-26100.0,-7.05,20.21
PRJ-2024-240,CL-1027,LS-03,Commercial Plaza,17644,1171000,808000.0,2023-07-31,2024-05-20,2024-05-15,Completed,294,289.0,-5.0,-5.0,0,CST-0240,439200.0,270200.0,229600.0,129600.0,20100.0,1088700.0,82300.0,7.03,280700.0,34.74,21.09
PRJ-2024-241,CL-1069,LS-03,Pool & Hardscape,3444,543000,378700.0,2023-10-24,2024-01-07,2024-01-06,Completed,75,74.0,-1.0,-1.0,0,CST-0241,149200.0,84000.0,76300.0,35400.0,4200.0,349100.0,193900.0,35.71,-29600.0,-7.82,21.86
PRJ-2024-242,CL-1018,LS-04,Full Villa Landscape,2985,327500,215900.0,2023-09-13,2023-12-01,2023-12-31,Completed,79,109.0,30.0,30.0,1,CST-0242,98900.0,55100.0,50400.0,27400.0,15500.0,247300.0,80200.0,24.49,31400.0,14.54,20.38
PRJ-2024-243,CL-1098,LS-04,Commercial Plaza,14019,700500,473400.0,2024-01-20,2024-09-19,2024-09-19,Completed,243,243.0,0.0,0.0,0,CST-0243,194200.0,124600.0,100200.0,52600.0,4500.0,476100.0,224400.0,32.03,2700.0,0.57,21.05
PRJ-2024-244,CL-1052,LS-03,Full Villa Landscape,5523,472000,323700.0,2023-04-06,2023-07-17,2023-07-15,Completed,102,100.0,-2.0,-2.0,0,CST-0244,132600.0,77300.0,53200.0,26000.0,36300.0,325400.0,146600.0,31.06,1700.0,0.53,16.35
PRJ-2024-245,CL-1109,LS-01,Pool & Hardscape,3189,471500,307500.0,2024-05-21,2024-07-25,2024-07-22,Completed,65,62.0,-3.0,-3.0,0,CST-0245,129200.0,87900.0,64000.0,26000.0,7400.0,314500.0,157000.0,33.3,7000.0,2.28,20.35
PRJ-2024-246,CL-1071,LS-02,Pool & Hardscape,3318,596000,396200.0,2023-02-17,2023-04-19,2023-05-28,Completed,61,100.0,39.0,39.0,1,CST-0246,171000.0,113700.0,97600.0,36900.0,6700.0,425900.0,170100.0,28.54,29700.0,7.5,22.92
PRJ-2024-247,CL-1016,LS-02,Full Villa Landscape,6115,523000,340200.0,2023-05-16,2023-09-19,2023-09-16,Completed,126,123.0,-3.0,-3.0,0,CST-0247,141600.0,86500.0,75700.0,29200.0,-6200.0,326800.0,196200.0,37.51,-13400.0,-3.94,23.16
PRJ-2024-248,CL-1112,LS-03,Commercial Plaza,7529,511500,359300.0,2023-02-23,2023-07-27,2023-07-24,Completed,154,151.0,-3.0,-3.0,0,CST-0248,196500.0,132100.0,96600.0,52800.0,1400.0,479400.0,32100.0,6.28,120100.0,33.43,20.15
PRJ-2024-249,CL-1055,LS-01,Commercial Plaza,17529,847000,597200.0,2023-08-20,2024-09-14,2024-10-22,Completed,391,429.0,38.0,38.0,1,CST-0249,263500.0,170500.0,128900.0,54500.0,15800.0,633200.0,213800.0,25.24,36000.0,6.03,20.36
PRJ-2024-250,CL-1002,LS-03,Full Villa Landscape,3487,381500,263400.0,2023-03-14,2023-06-23,2023-07-08,Completed,101,116.0,15.0,15.0,1,CST-0250,104200.0,67000.0,50800.0,27300.0,12200.0,261500.0,120000.0,31.45,-1900.0,-0.72,19.43
PRJ-2024-251,CL-1014,LS-03,Full Villa Landscape,5511,576500,409500.0,2023-05-27,2023-09-02,2023-09-12,Completed,98,108.0,10.0,10.0,1,CST-0251,163600.0,91300.0,90800.0,31700.0,1200.0,378600.0,197900.0,34.33,-30900.0,-7.55,23.98
PRJ-2024-252,CL-1057,LS-03,Commercial Plaza,17836,935500,624600.0,2024-03-29,2024-12-23,2024-12-18,Completed,269,264.0,-5.0,-5.0,0,CST-0252,345400.0,232000.0,169800.0,98900.0,52100.0,898200.0,37300.0,3.99,273600.0,43.8,18.9
PRJ-2024-253,CL-1018,LS-01,Full Villa Landscape,7329,717000,498600.0,2023-05-24,2023-10-22,2023-11-06,Completed,151,166.0,15.0,15.0,1,CST-0253,198600.0,131000.0,113700.0,36700.0,31000.0,511000.0,206000.0,28.73,12400.0,2.49,22.25
PRJ-2024-254,CL-1071,LS-03,Commercial Plaza,18762,1462500,1050300.0,2023-07-30,2024-05-09,2024-06-20,Completed,284,326.0,42.0,42.0,1,CST-0254,424600.0,256600.0,216900.0,105900.0,52200.0,1056200.0,406300.0,27.78,5900.0,0.56,20.54
PRJ-2024-255,CL-1096,LS-04,Commercial Plaza,10842,733000,487500.0,2024-05-21,2024-11-13,2024-11-09,Completed,176,172.0,-4.0,-4.0,0,CST-0255,200900.0,132700.0,102800.0,48200.0,14800.0,499400.0,233600.0,31.87,11900.0,2.44,20.58
PRJ-2024-256,CL-1082,LS-01,Irrigation & Softscape,3663,191500,137700.0,2023-05-16,2023-08-14,2023-08-13,Completed,90,89.0,-1.0,-1.0,0,CST-0256,53900.0,31000.0,29900.0,13000.0,8700.0,136500.0,55000.0,28.72,-1200.0,-0.87,21.9
PRJ-2024-257,CL-1047,LS-02,Irrigation & Softscape,4624,193000,125600.0,2023-03-11,2023-07-02,2023-07-25,Completed,113,136.0,23.0,23.0,1,CST-0257,48800.0,29100.0,24100.0,14800.0,6500.0,123300.0,69700.0,36.11,-2300.0,-1.83,19.55
PRJ-2024-258,CL-1119,LS-01,Full Villa Landscape,5760,505500,341700.0,2024-03-09,2024-07-09,2024-07-04,Completed,122,117.0,-5.0,-5.0,0,CST-0258,142800.0,79300.0,79600.0,32300.0,14800.0,348800.0,156700.0,31.0,7100.0,2.08,22.82
PRJ-2024-259,CL-1036,LS-01,Commercial Plaza,11077,529000,346800.0,2024-07-03,2024-12-27,,In Progress,177,,,0.0,0,CST-0259,100000.0,55400.0,52800.0,27600.0,10200.0,246000.0,283000.0,53.5,-100800.0,-29.07,21.46
PRJ-2024-260,CL-1090,LS-04,Pool & Hardscape,1977,245500,175300.0,2024-04-09,2024-05-31,2024-05-26,Completed,52,47.0,-5.0,-5.0,0,CST-0260,64500.0,42400.0,38900.0,18900.0,3300.0,168000.0,77500.0,31.57,-7300.0,-4.16,23.15
PRJ-2024-261,CL-1086,LS-02,Pool & Hardscape,1489,180000,127900.0,2024-05-23,2024-07-15,2024-07-14,Completed,53,52.0,-1.0,-1.0,0,CST-0261,62600.0,40100.0,30000.0,11400.0,5600.0,149700.0,30300.0,16.83,21800.0,17.04,20.04
PRJ-2024-262,CL-1022,LS-03,Pool & Hardscape,1519,262000,172600.0,2023-01-31,2023-03-12,2023-03-10,Completed,40,38.0,-2.0,-2.0,0,CST-0262,69000.0,35800.0,33000.0,14300.0,9300.0,161400.0,100600.0,38.4,-11200.0,-6.49,20.45
PRJ-2024-263,CL-1068,LS-01,Pool & Hardscape,2077,353000,239900.0,2024-04-11,2024-06-24,2024-06-19,Completed,74,69.0,-5.0,-5.0,0,CST-0263,112100.0,60600.0,49700.0,32300.0,14400.0,269100.0,83900.0,23.77,29200.0,12.17,18.47
PRJ-2024-264,CL-1110,LS-02,Irrigation & Softscape,3006,102000,67900.0,2023-08-22,2023-10-20,2023-10-15,Completed,59,54.0,-5.0,-5.0,0,CST-0264,32300.0,20400.0,12600.0,9000.0,1600.0,75900.0,26100.0,25.59,8000.0,11.78,16.6
PRJ-2024-265,CL-1110,LS-01,Full Villa Landscape,4503,302000,209700.0,2023-07-03,2023-09-20,2023-09-15,Completed,79,74.0,-5.0,-5.0,0,CST-0265,85500.0,48900.0,46800.0,22200.0,-100.0,203300.0,98700.0,32.68,-6400.0,-3.05,23.02
PRJ-2024-266,CL-1029,LS-03,Irrigation & Softscape,2516,101500,68000.0,2024-08-08,2024-10-11,2024-11-22,Completed,64,106.0,42.0,42.0,1,CST-0266,28000.0,15700.0,14900.0,4700.0,600.0,63900.0,37600.0,37.04,-4100.0,-6.03,23.32
PRJ-2024-267,CL-1023,LS-02,Full Villa Landscape,6725,734000,479500.0,2023-10-17,2024-04-06,2024-04-03,Completed,172,169.0,-3.0,-3.0,0,CST-0267,175100.0,107500.0,97400.0,39200.0,30000.0,449200.0,284800.0,38.8,-30300.0,-6.32,21.68
PRJ-2024-268,CL-1012,LS-04,Pool & Hardscape,1032,150500,105300.0,2023-09-06,2023-10-14,2023-11-24,Completed,38,79.0,41.0,41.0,1,CST-0268,64700.0,35300.0,31600.0,14600.0,3900.0,150100.0,400.0,0.27,44800.0,42.55,21.05
PRJ-2024-269,CL-1094,LS-02,Commercial Plaza,8466,383000,264800.0,2023-01-10,2023-07-17,2023-07-12,Completed,188,183.0,-5.0,-5.0,0,CST-0269,104000.0,63100.0,43800.0,29600.0,11900.0,252400.0,130600.0,34.1,-12400.0,-4.68,17.35
PRJ-2024-270,CL-1109,LS-03,Irrigation & Softscape,1925,67500,44000.0,2023-03-03,2023-05-05,2023-05-01,Completed,63,59.0,-4.0,-4.0,0,CST-0270,18500.0,11200.0,9900.0,4300.0,-200.0,43700.0,23800.0,35.26,-300.0,-0.68,22.65
PRJ-2024-271,CL-1012,LS-01,Pool & Hardscape,1948,356000,243400.0,2024-04-14,2024-06-08,2024-06-03,Completed,55,50.0,-5.0,-5.0,0,CST-0271,98200.0,66300.0,52900.0,26300.0,12800.0,256500.0,99500.0,27.95,13100.0,5.38,20.62
PRJ-2024-272,CL-1065,LS-02,Full Villa Landscape,7720,786500,562200.0,2024-03-21,2024-08-06,2024-08-02,Completed,138,134.0,-4.0,-4.0,0,CST-0272,259700.0,155100.0,130500.0,52400.0,23100.0,620800.0,165700.0,21.07,58600.0,10.42,21.02
PRJ-2024-273,CL-1038,LS-03,Commercial Plaza,19941,1117000,741600.0,2023-11-22,2024-10-09,2024-10-05,Completed,322,318.0,-4.0,-4.0,0,CST-0273,422800.0,257700.0,181400.0,72700.0,52500.0,987100.0,129900.0,11.63,245500.0,33.1,18.38
PRJ-2024-274,CL-1026,LS-02,Full Villa Landscape,7289,509500,363100.0,2023-11-18,2024-04-18,2024-04-17,Completed,152,151.0,-1.0,-1.0,0,CST-0274,143800.0,81700.0,73300.0,30100.0,22700.0,351600.0,157900.0,30.99,-11500.0,-3.17,20.85
PRJ-2024-275,CL-1099,LS-02,Pool & Hardscape,2851,403500,283000.0,2023-06-11,2023-08-26,2023-08-23,Completed,76,73.0,-3.0,-3.0,0,CST-0275,139900.0,90300.0,55300.0,28700.0,10000.0,324200.0,79300.0,19.65,41200.0,14.56,17.06
PRJ-2024-276,CL-1028,LS-03,Full Villa Landscape,3715,256500,180200.0,2024-06-09,2024-09-10,2024-10-09,Completed,93,122.0,29.0,29.0,1,CST-0276,70200.0,40600.0,30900.0,12900.0,17500.0,172100.0,84400.0,32.9,-8100.0,-4.5,17.95
PRJ-2024-277,CL-1105,LS-02,Pool & Hardscape,1127,210500,139000.0,2023-04-07,2023-05-17,2023-05-13,Completed,40,36.0,-4.0,-4.0,0,CST-0277,55800.0,31400.0,30700.0,10400.0,5500.0,133800.0,76700.0,36.44,-5200.0,-3.74,22.94
PRJ-2024-278,CL-1002,LS-01,Full Villa Landscape,4320,306000,202700.0,2024-08-19,2024-11-21,2024-11-16,Completed,94,89.0,-5.0,-5.0,0,CST-0278,79500.0,53000.0,39900.0,19100.0,7900.0,199400.0,106600.0,34.84,-3300.0,-1.63,20.01
PRJ-2024-279,CL-1009,LS-02,Full Villa Landscape,7791,662000,470700.0,2023-05-06,2023-09-14,2023-10-23,Completed,131,170.0,39.0,39.0,1,CST-0279,171200.0,124200.0,90000.0,53100.0,10500.0,449000.0,213000.0,32.18,-21700.0,-4.61,20.04
PRJ-2024-280,CL-1022,LS-04,Full Villa Landscape,5735,501000,347300.0,2023-12-29,2024-04-25,2024-05-16,Completed,118,139.0,21.0,21.0,1,CST-0280,127500.0,83100.0,76800.0,34200.0,11400.0,333000.0,168000.0,33.53,-14300.0,-4.12,23.06
PRJ-2024-281,CL-1036,LS-04,Pool & Hardscape,1608,197000,133300.0,2024-05-25,2024-07-18,2024-07-17,Completed,54,53.0,-1.0,-1.0,0,CST-0281,56200.0,32100.0,30100.0,13900.0,-1800.0,130500.0,66500.0,33.76,-2800.0,-2.1,23.07
PRJ-2024-282,CL-1008,LS-01,Irrigation & Softscape,2645,104500,72200.0,2024-07-10,2024-09-10,2024-09-08,Completed,62,60.0,-2.0,-2.0,0,CST-0282,32000.0,20100.0,13900.0,7700.0,5500.0,79200.0,25300.0,24.21,7000.0,9.7,17.55
PRJ-2024-283,CL-1062,LS-04,Pool & Hardscape,2409,443000,303400.0,2023-07-04,2023-09-07,2023-10-01,Completed,65,89.0,24.0,24.0,1,CST-0283,126100.0,70100.0,70800.0,30800.0,-1800.0,296000.0,147000.0,33.18,-7400.0,-2.44,23.92
PRJ-2024-284,CL-1115,LS-03,Full Villa Landscape,2979,302000,207500.0,2023-06-13,2023-08-27,2023-09-21,Completed,75,100.0,25.0,25.0,1,CST-0284,86100.0,57100.0,39900.0,24900.0,5200.0,213200.0,88800.0,29.4,5700.0,2.75,18.71
PRJ-2024-285,CL-1069,LS-01,Pool & Hardscape,1898,304000,198000.0,2023-06-27,2023-08-25,2023-09-24,Completed,59,89.0,30.0,30.0,1,CST-0285,87400.0,53300.0,34900.0,16400.0,21000.0,213000.0,91000.0,29.93,15000.0,7.58,16.38
PRJ-2024-286,CL-1117,LS-01,Pool & Hardscape,2440,454500,309300.0,2024-05-19,2024-07-17,2024-07-13,Completed,59,55.0,-4.0,-4.0,0,CST-0286,122500.0,77100.0,60500.0,26000.0,14600.0,300700.0,153800.0,33.84,-8600.0,-2.78,20.12
